标题,昵称,地区,评论内容,情感得分,来源文件
当物理老师在课上突然掏出VisionPro,梦宇爱航模,未知,其实洛伦兹力不是很难，我倒是觉得，法拉第电磁感应定律会更难[笑哭],0.09,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,我易燃易卜傲,未知,现在觉得意义不大，殊不知几十年后可能这是课堂必备设备了[doge_金箍],0.93,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,1234567meng,未知,因为ar上出现的笔迹本质上是三维模型 所以软件上出现的三维模型会穿模 所以这个穿模的现象 在讲课的过程中也是有优势的 借着软件和游戏常见的三维模型“穿模”现象的某种优势 可以很具象化的解释“磁场穿手心”的现象,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,为什么什么名字都重复,未知,你就看吧，这帮学生一半回去吵着也要买然后还说是老师要求的。别问我怎么知道,0.51,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,真_人工智障,未知,学生考试时看到类似的题：怎么做来着？只记得vision pro似乎是个很好玩的东西[doge],1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,哲学の光,未知,這種設備對建立物理和空間直覺感覺有很好的幫助，可惜大部分學校不可能能有這麼好的條件,0.04,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,增量刻线,未知,如果买不起visionpro也没关系，去vrchat自己开个房间，拿个quest3画效果也差不多。[OK],0.14,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Wkddnkadhkdhs,未知,太有趣了！感觉自己做这种题目时从来没有想象出过立体的画面，第一次直观地感受到原来是这么华丽地运动,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,牛道德-道德未央,未知,老师，我想超光速，帮我算算，用六爻还是奇门？[星星眼],0.84,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,甘兩,未知,苹果今年WWDC有素材了,0.95,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,清风不吃棉花糖,未知,有些学生的确可能没办法想象两个不同平面的速度的合成，画在黑板上无非也就是画一个螺线管样式的轨迹，用AR就是为了更直观的展示力对粒子的作用结果。学习中难免会遇到转不过弯的时候，我不理解为什么评论区好像都把自己想成了什么都会的学生，然后对讲课效率指指点点,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,阿尔伯特丶良,未知,vp学校一定引进不了，明码标价没办法吃回扣，但是其他家的专供版到是可以实现,0.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,曦涵哟,未知,这不比某些学校花20万在校门口立一个写着“因材施教”的石碑来的有意义多了[doge],0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Sonic853,未知,"这让我想到了在VRChat上课的日本老师，
还有在VRChat的中文吧写数学公式的网友[萌娘百科收藏集_100昏]",1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,进击的豆沙包,未知,我之前学双目视觉算深度的公式也是这么弄明白的，在quest 2里面画了一下，不用太清晰，很快就懂了。用arvr三维可视化还是不错的，相比之下自己动脑构想太累了，而且容易出错,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,共勉免ovo,未知,你这样一做让我想当最新网上很火的实验室app，什么不管了加纳，如果以后这些软件都可以通过头显，直接AR一下，那么化学课，比起在黑板上死记公式，比起用文字来代替颜色，金属特性，不比软件来的直观，比如纳入水的浮溶游红响，带着学生做实验，比观看实验视频自己操作印象会更深刻吧，学校也不用担心实验器材、金属消耗品买不起，也没有而且也危险性，不用去单独的实验室。希望有关企业加大对这方面的研发！,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,没电了呵,未知,我考？QD实验高中？[辣眼睛][辣眼睛][辣眼睛][辣眼睛],1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,uu岁岁平安喜乐,未知,现在老师讲课越来越🐂了,0.85,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,通辽帝国礼部尚书徐阶,未知,这就是科技的力量，这真的是一个非常好的教学案例。,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,ashadddd,未知,这道题是今年武汉部分重点中学高二上期末原题[doge_金箍]我做对了,0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,源源奋斗,未知,厉害了！这就是科技的力量！,0.97,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,账号已注销,未知,不管用什么，能讲清楚明白就行，而且还有趣，文科生竟然听完了（虽然还是有一点点困），第一次听懂物理老师在讲什么[大哭][辣眼睛][捂眼][哈欠]一道题愣是把刚睡醒的毕业十多年的我听困了………[大哭][捂脸][无语],0.01,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,进击的小k-,未知,这个课体现了建构主义的教学观，还有具身认知在教学中的重要作用,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,abc122333,未知,要论真教课那必须是提前就做好的flash动画，但是在课堂趣味性上，头显的出现无疑是一个非常新奇的体验，感谢您愿意为教育付出思考和心血，而不是把教书当成一份死板的工作，这在潜移默化里会激励很多学生。如果说因为要考虑这样那样的声音而犹豫，那还不如不考虑，想到了去做才是突破。,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,OneModesty,未知,挺有意思的，我们化学老师就是类似您这种，喜欢用电子设备给我们讲课的老师。的确是对知识点印象更深刻。,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,無盡臧海,未知,高中不是理科 沒有選修物理 感覺虧了一大截 去選了文科政治,0.01,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,CNTNO1,未知,我觉得很好，我就很希望我学习的时候能有现代化的教具，效果很好，为什么要拒绝科技呢,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,greenthomas,未知,这可太棒了，以前读高中讲物理压根不理解对我们这些比较弱一点的学生，当时比较抽象难理解现在有了这个vrar头显，就真的容易理解[给心心][打call],1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,平面简谐横波,未知,这辈子我都无法领略，物理的乐趣，它到底在哪里？,0.95,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,电影范,未知,质疑看不到的，同学们大脑已经内置了虚拟内机，省省吧,0.28,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,合欢宗学术领导人,未知,好用！有没有橡皮？,0.46,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,清蒸猪肠粉,未知,有个免费理科教学软件geogebra可以还原所有高中物理题目中的具体运动过程，我物理老师就是用这个软件将知识可视化方便我们理解，具体效果可以看看@GeoGebra高中物理,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,崩坏的玉子烧,未知,"所以这道题只要知道快一倍可能转不完就能选出答案了，和物理好像没什么关系，感觉答案放AB里可能好点，以防我这种蒙题的[笑哭]
话说有没有大佬解释下AB[尴尬]",0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,无效联结,未知,说不清的东西 怎么能成为学校的课程,0.94,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,bili_1717082507,未知,有一些写的东西比如公式之类的可以写黑板上，学生方便做笔记,0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,luobaby的小可爱,未知,我喜欢这样的老师[打call][打call][打call][打call][打call][打call][打call][打call][打call],0.86,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,快看那里有个鬼,未知,@大宽大宽 你们教室这么大只有两个组的座位？不是一般都排放4组吗？,0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,我今天就要羊驼了,未知,多一个好的教具辅助学生理解也没什么问题啊，就是有学生不理解或者需要花很长时间才能理解一些简单的入门知识啊。,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,昵称被人占用的硫酸钠,未知,我好奇一个事哈，（没有说up不好的意思），学生通过平面的屏幕，真的能看出立体来么？我感觉只有老师能看出立体感吧。可能学生们因为有这个设备，更感兴趣，就更容易理解吧。我当年的老师拿来一个巨大的磁场箱子，我们亲眼看到粒子旋转，真的比干讲印象深刻很多。科学不是死公式，背结论，无论怎样，弄个有趣的东西，寓教于乐，真的好学很多,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,茶萃香柚佳酒,未知,我建议可以提前画一个立面，把黑板和墙壁上杂乱的元素遮住，或者统一一下背景的颜色，比如降纯降灰什么的，这样投到屏幕的时候能更清晰些,0.15,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,ligado,未知,比3d建模好的一点是互动性，虚拟和现实融合在了一起，发生在同一空间。,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,小徐落,未知,我一个学渣，都没那么认真上课过也没有那么认真看视频过,0.97,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,熊撕蒜,未知,虽然但是，教师讲课往往是提前备课的，这个场景用ar并没有什么特殊优势，而且对于学生来说，不够标准的图形结构增加了理解上的困难，我是教师的话还是考虑直接3d建模，如果有时间还能抽空做点动作绑定，对学生来说理解起来更直观了,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,神威天雷,未知,"主要就和开头说的一样，可以用于解决一些需要三维想象力的问题。
最简单的比如小学二年级时学的三视图，很基础，但就是会有人被卡住",1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,lakon42,未知,有这玩意，我当年学解剖就简单多了,0.77,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,しろくろ,未知,很棒的一个思路啊，确实让我听懂了这个题。当时avp刚出的时候，我也有去实体店体验过。一个很棒的产品，但还有很多需要改进的地方。但虽然目前avp还不能那么完美的用于教学，并且碍于成本没办法人手一台。不过也足够帮助学生更好的理解问题，而且给新时代的教育提供了新的思路。包括现在美国也有大学的一些专业给学生每人配了一部avp，说明这个东西对学习还是有很大帮助的,1.0,B站vr课堂评论数据1.csv
