标题,昵称,地区,评论内容,情感得分
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,剛剛好的,未知,喜欢雷朋的外观看着时尚,1.0
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,偷女朋友内裤被发现,未知,在外面这样给眼镜说话感觉好尴尬[笑哭],0.45
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,CR无息,未知,现在有智能手机 耳机 手表，还有视频的智能眼镜，一身的智能设备，科技真是越来越好了[doge],0.71
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,言语虽少彼此懂就好,未知,你敢信，视频里叫小爱同学我手机它答应了！我敲！[喜极而泣],0.24
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,阿辶辶,未知,做个眼睛手术，做完带这个会不会有影响,0.89
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,人民币玩家bushi,未知,镜脚那么一点点塞不了多大的电池,0.21
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,分享新视界,未知,AI眼镜从短期来看的话，行业标准、用户认知度都还需时间沉淀。,0.64
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,人生awa,未知,ai眼睛好像做的不多吧,0.37
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,hhhroyalhhh,未知,只有戴眼镜的人才知道有多痛苦[doge],0.29
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,-加菲不会飞,未知,眼镜都整上ai了 能行吗,0.33
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,会疯掉头发个性化,未知,有空去线下体验一下小米的[星星眼][星星眼],0.98
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,星霖霖霖霖霖,未知,VR眼镜我都没用过呢，都出ai眼镜了,0.12
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,大蘑菇鸭,未知,AI眼镜感觉更像是手机的一种补充 目前感觉更像是一种前言试点产品[doge],0.77
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,菲菲不是废A,未知,这个能实施翻译很方便我这种学习不好的[doge],0.92
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,灵初-残影,未知,开发出的功能还是少了点，现在实用性不大,0.24
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,贝比拉Zzz,未知,有ai自动调整度数就好了[doge],0.38
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,卢克幡,未知,有时候忙不过来用来接电话不错，还不影响听其他声音[doge],0.14
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,-海涵-1230,未知,好想带一下，我想知道他那个字显示戴在眼睛上是啥感觉,0.89
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,雪花沉睡丶,未知,对于新鲜产品，还是想体验一番的，但是我感觉买了会吃灰[笑哭],0.59
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,一欧入魂,未知,能边充边用？还是提升续航吧。难不成要带充电宝带着[辣眼睛][辣眼睛][辣眼睛],0.81
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,又是摸鱼的一天trp,未知,小米那AI眼镜要多少钱？,0.48
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,害又来,未知,自从多个科技公司上市ai眼镜，才发现小时候科幻片的内容真在一步步被实现，太牛了,0.87
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,净整些没用的W,未知,ai眼镜要是能当普通眼镜用就好了，沉浸式VR体验,0.9
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,袅侧花醉里,未知,能看小说吗,0.78
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,Pop-可达鸭,未知,希望出一种能够盲人可以用的ar眼睛,0.77
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,氪不改命玄能救非,未知,上次在线下体验了一次ai眼镜，还好旁边有销售介绍，不然我还真不知道咋用,0.06
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,毛利小派蒙,未知,这个眼镜能不能用来玩点好玩的,0.57
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,愈爱愈爱,未知,想知道下小米那个如果放歌可以续航多长时间,0.98
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,在下阪本.,未知,鲁奇3000多块，和其他两款差了1000多，能不好吗,0.1
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,桃沢千絵,未知,看完上次的直播感觉用不了多久就可以用上了[捂眼],0.02
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,傲娇の科学狂人,未知,听歌声音是外放的吗,0.6
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,节奏小白灬,未知,这个是怕偷拍吗[doge],0.32
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,改个好中奖的名字,未知,小米好像个个科技产品都要插一脚[笑哭][笑哭]，样样通，样样能用，想要个rokid的眼镜盒[星星眼][星星眼]，折叠设计挺好，皮革材质的雷鸣更商务和更有心意[打call][打call],0.99
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,杨狗蛋a,未知,听歌的时候眼前能出现歌词就够了,1.0
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,shmle,未知,现在ai眼镜是越来越小了,0.41
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,九州过客,未知,平时运动打球一直戴着眼镜，担心AI眼镜的使用寿命估计不长。,0.63
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,捻旧森,未知,ai眼镜，越来越智能了[doge_金箍],0.53
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,Kimberlly_,未知,其实一直想有个ai眼镜，感觉在大学应该就考试就不用担心了[doge_金箍],0.98
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,好时机j,未知,感觉ai眼镜未来能人手一个，直接在自己面前投屏，就像是个小投影仪➕处理信息的功能,0.95
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,阿潜潜潜潜潜潜,未知,"感觉会是未来发展趋势,但目前感觉不太成熟",0.99
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,想吃水煮鸡,未知,未来确实是未来不过以目前的体验和价格来说依然是富哥的玩具,1.0
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,拱极星y,未知,近视眼也直接带？,0.92
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,lanranr,未知,是不是镜片可以配度数,0.45
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,祭梦听风雨,未知,因为在小城市上班，然后又只有单休，一直想去实体店体验一下，这次国庆出去玩我也要去体验一把！,0.45
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,蜜罐2012,未知,这种眼镜带起来会重吗,0.28
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,钢铁仓鼠酱,未知,我对ai眼镜的功能只停留在翻译，不过拿来提升气质到也不错[抠鼻],0.93
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,猛男土豆,未知,要是有其他款式就好了,0.68
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,春天aaaaaa,未知,重量咋样长时间佩戴舒适度咋样,0.06
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,维持正义,未知,平常近视戴眼镜 现在AR眼镜感觉挺好的 高级感,0.87
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,川味羊羊酱,未知,如果能改善视力的话真的很不错了,0.98
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,迪莫爱分享,未知,ai眼镜线下基本都没看到有人带过[微笑],0.56
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,九玖ing,未知,有其他外观就好了，这个感觉有点普通,0.92
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,喜欢橘子汽水的pig,未知,现在东西真的是太智能了，连眼镜都有AI[呲牙][呲牙][呲牙],0.2
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,零食杂货铺1,未知,对于这种AI眼镜，对于我来讲好像没啥吸引力啊，可能是我平时也不喜欢拍照，记录vlog这些。,0.56
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,SKTNNCE,未知,小说里的未来世界越来越近了,1.0
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,生存还是死亡这是一个问题,未知,好大如果眼镜腿更细一点就好了[星星眼],0.67
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,以蓝y,未知,我死之前能玩上刀剑吗[doge_金箍],0.72
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,绢旗cola,未知,有没有“战力探测”功能[嗑瓜子],0.48
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,清蒸江瑶柱_,未知,woc好高级 看着跟普通眼镜一样,0.38
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,夜鲨光狐兮,未知,近视眼的话是不是可以在ai眼镜上面增加度数啊，那样既可以用ai眼镜又可以当近视眼镜[doge][doge][doge],0.7
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,_猪猪微笑,未知,目前来看还是富人的玩具，找个体验店体验一下就可以了买真没必要,0.4
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,橘子湫-,未知,现在ai越来越普及了 连ai眼镜都有了,0.56
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,嘉加嘉加嘉加嘉,未知,虽然但是 我感觉还是玩具,0.78
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,大修卡首领门矢士,未知,ai眼镜上的功能无论在拍照还是办公方面都会很方便。只是这个样子看着跟普通眼镜比差距也很大，不然就能买个在上班的时候摸鱼用了[doge][doge],0.98
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,朝气辞了少年,未知,之前就关注过ai眼镜，乐奇这个眼镜博主用很舒服啊，稿子直接戴着就能看完，直接念不卡壳[吃瓜],1.0
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,羽汐吖吖,未知,感觉很棒，就是不知道戴久了鼻子会疼吗[doge],0.66
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,君者王也,未知,眼睛都能充电了，科技越来越洋气了,0.78
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,-inits-,未知,那ai眼镜后期是不是会推出更多的款式哈哈,0.74
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,白小纯逆天而行,未知,价格能和普通眼镜一样那就真的是未来了[吃瓜],0.88
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,习惯就好i3,未知,没用过ai眼镜，想体验一下[doge],0.26
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,荷兰进口小香猪w,未知,眼镜都AI了……现在真的离不开AI啊。雷朋的好好看,0.96
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,去繁除冗,未知,我是真好奇ai眼镜戴着是啥感觉，观看镜框就感觉好厚重,0.98
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,柚子果果子,未知,我考英语的时候能戴吗 之前没查过眼镜,0.87
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,记得带接送卡,未知,ai眼镜能当运动相机这一点就非常吸引我了，我不想再头上绑摄像头了[doge][doge][doge],0.18
【横评】AI眼镜是玩具还是真未来？一个月真实体验告诉你,等会才能睡,未知,我感觉ai眼镜以后肯定会更大的发展，毕竟现在近视的越来越多，两个一结合正好[doge][doge][doge],0.99
