标题,昵称,地区,评论内容,情感得分
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,汇展新翼,广东,有没有那种可以实时翻译，可以看抖音或其他影音视频软件的智能眼镜？,0.22
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,素笺淡墨,山东,我不止十分钟，他续航才十分钟，对我来说很鸡肋，什么时候到了三十分钟，我才会考虑入手,0.27
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,戒糖,北京,有10分的吗？最近我确实想试试智能眼镜。,0.51
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,空心…,云南,15 年很早了  我之前在浙江水晶光电上班就在做了  还签了保密协议,0.31
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,来财！,海南,防雨不，下雨被淋了那不是报废了,0.03
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,一只开心丫丫,上海,刚买了雷鸟，现在又想买这个…,0.4
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,Psy.,湖南,这个眼镜要是做成能辅助视障人士日常生活和出行的设备，那就太牛了。,0.97
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,流浪的小金毛,辽宁,希望能出第二代，因为我现在买不起[微笑],0.67
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,浩哥要加辣,贵州,打印这双鞋子多少钱,0.14
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,小陳,安徽,考试可以用吗[大笑][大笑][大笑],0.98
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,旺我,山东,"有没有买了的好心人回答一下几个问题[流泪]，我打算出国了，对我真的很重要:1，续航究竟怎么样，博主说续航很强，但是评论区有说很差的
2，外语翻译准不准",0.86
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,用力的活着,广东,续航能管一天吗,0.79
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,健,贵州,真的够用吗,0.7
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,🌈🌈🌈派大星,广东,我其实很好奇，因为这理论上它就是个屏幕，那么长时间用是不是也一样很容易近视,0.99
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,奋斗中的小青年,新疆,雷鸟和小米推荐哪个哇 就想用来拍摄,0.95
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,卡皮巴拉幼崽,泰国,只能录制10分钟视频，意思是录完就没电了，还是没内存了[泣不成声],0.03
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,第二关键句,山东,刚拿到,0.5
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,是你宇哥呀！,广西,不能看电影电视剧啊？,0.87
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,我有一只熊猫🐼。。。,四川,我心中的AI眼镜、小爱同学，左眼帮我调230，右眼帮我调350，散光50，谢谢,0.42
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,小涛哥哥,福建,我有一个想法[看],0.82
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,K7T：,北京,大考能查出来吗,0.65
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,"𝓒𝓸𝓬𝓪𝓒𝓸𝓵,",内蒙古,我管你别的公司什么这那的死活，他做出来价格低，能把别的公司产品价格拉下来，那他就没毛病,0.12
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,倾,浙江,@好运降琳 宝宝：我一个眼镜也要1000，还不如下次买这个眼睛日常带[流泪][流泪],1.0
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,小明同学姓张,云南,我一直以为的ai眼镜是有hud功能呢,0.55
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,面具之下,四川,变色原理是啥，对眼睛有伤害吗,0.97
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,旅人,广东,近视了可以戴这种眼镜吗？[捂脸],0.69
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,金多宝,广西,这类眼睛我第一时间想到的是，人脸识别系统与通缉犯联通，看见通缉犯，眼镜提醒，举报一个就回本，当赏金猎人,0.14
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,09091,山东,这个有放大倍数吗,0.78
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,孤,湖南,,
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,健,贵州,小米同声传译拉完了,0.87
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,白羊.,湖南,等等，日语[舔屏],0.73
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,暹罗喵玛奇朵,天津,这地铁偷拍案彻底说不清楚了…[宕机],0.34
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,来给生活比个✌,广东,把指示灯拆了 然后声音静音[看][看],0.06
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,有我呢,四川,华为出的能吹一年[捂脸],0.02
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,多弗朗旻哥,福建,不是小米手机能用吗[泣不成声],0.73
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,镜榕520,云南,有没有那种功能，别人问你专业知识，眼镜识别了之后用耳机里告诉我答案？[比心],0.7
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,德玛西亚,浙江,这个戴着拍片岂不是很方便,0.71
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,就是看谁都不爽,天津,必须用自带的充电器么 我用别的充不进去电？,0.48
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,“王老师”,几内亚,华为和小米，推荐哪个,0.87
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,冰冻郁金香,韩国,可以投屏看电影吗？,0.82
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,KAYCHOU,浙江,搜雷鸟v3怎么给我干着来了[憨笑],0.42
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,Hsu.,江苏,探花眼镜[看],0.4
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,小杨,四川,相当于手机大哥大的时代，真正能好用估计要等二十年,0.53
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,張志明,美国,说句实话，户外拍的好就行了，毕竟不太可能在室内戴墨镜[泪奔]，不知道跑步能拍多久呢,0.61
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,唯心,吉林,想买，可是我觉得第一代还是不要碰为好[看],0.27
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,￴￴ ￴ ￴ κ9999,安徽,这东西有点生不逢时了，在公共场合被人说偷拍有口说不清啊。,0.71
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,部屋,上海,看完都不知道有什么用？[呆无辜],0.62
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,干点啥好呢,广东,我有个智能眼镜电池可拆卸更换的专利，可以解决眼镜供电问题，您觉得怎么样呢？,0.0
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,吵吵,浙江,智能眼镜只能说要攻克的技术难点还是太多了 这玩意儿也就是图一乐 没有实际用途,0.26
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,为你着迷,陕西,首先，一整天是24小时，不是8小时,0.33
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,李馨妍,广东,还是期待无边框智能眼镜   摄像头在中间   真正的无边界世界,0.87
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,新影新视界,山东,苹果手机能匹配吗,0.74
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,鱼仙™,福建,小米什么时候出，能自动调节度数的近视眼镜，那将席卷全球,0.91
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,用户5698497768281,江苏,感觉可以出一套适合盲人的ai眼镜，让残障人士也能在这种环境下呼唤出小爱同学，让他的世界不只有壁垒也有茂密的树林，体验科技带来的幸福感，，就像雷总所说的，科技不再是高高在上，而是真正服务于人民,1.0
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,桃桃🍉,四川,第一时间想到的是，可以给盲人佩戴，ai实时分析路况，引到盲人生活、出门，识别危险源。希望雷总看到[比心],1.0
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,万米深海鱼,浙江,换近视镜片还能变色吗🥲,0.71
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,60480259177,广东,[懵]  不能买 太拉了,0.54
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,ɿ(｡･ɜ･)ɾⓌⓗⓐⓣ？,河北,近视的怎么办[暗中观察][暗中观察][暗中观察][暗中观察],1.0
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,张程傑,重庆,那我近视怎么办啊？,0.79
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,奔奔和尤利娅一家,美国,镜片是近视片吗？,0.47
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,空气鱼,江苏,有新欢了，把雷鸟眼镜抽了吧[看],0.19
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,☭共产国际 🅥,山东,不小心突然看到了这个[看],0.18
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,君无忌✨,四川,我觉得日语翻译是特别不准的，无论哪个品牌，我用的是讯飞那个1500多的耳机，我听日本旅游博主的视频，翻译出来的和他们自己排版的字幕意思完全不一样。不知道小米用的是哪家的,0.19
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,风风,河南,半成品的样子，作为眼镜不够轻便美观压鼻梁长时间佩戴很不舒服，作为相机清晰度帧率防抖都不如专业的摄像相机，作为听歌设备相对于耳机没有降噪相对于音响不够沉浸立体。总结：不如选择ai手机+光学眼镜经济实惠,0.98
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,CCCookie,福建,如果这个眼镜普及了…生活中到处是观众[宕机],0.96
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,文博爱玩车,河南,买这个眼睛得配哪个手机？小米手机？,0.86
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,我很坏只是偶尔有点乖,广东,请问是这一款吗 在哪里买比较好 还有在哪里配镜片好[流泪][流泪][流泪],0.92
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,不加冰的柠檬水,陕西,刚买，然后去买早餐付不了钱，一直在那喊小爱同学尴尬死了[暗中观察],0.23
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,ATY,广东,我心中的AI眼镜、小爱同学，左眼帮我调230，右眼帮我调350，散光50，谢谢[抱拳][抱拳][抱拳][抱拳],0.26
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,阿軒,四川,比柯南那个眼镜还厉害[赞],0.94
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,蚌埠住了,上海,盲人是不是有救了？,0.32
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,Christian,广东,可以配近视吗,0.88
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,坤坤（跑单两年半）,广东,防水吗？我跑外卖用,0.74
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,水木年花,天津,可以不能同步翻译[裂开],0.28
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,⁺✞ʚ青团重度依赖ɞ✟₊,浙江,苹果手机能用吗,0.78
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,早睡,上海,日语啊 真得买了,0.82
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,薛兴旺,陕西,这玩意儿会伤眼睛吗？众所周知，光线越弱 我们眼睛的瞳孔就会越大，光线越强，眼睛的瞳孔就会越小，那么在强光下，如果使用这个眼镜的滤光功能 我们的瞳孔会自然放大这种情况下，也就是我们的眼睛接受的光线就越强，那么请问这款电子镜片可以过滤掉阳光中的紫外线吗？如果不能是不是对眼睛的伤害会更大？,1.0
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,偏爱,河北,坐等探花第一视角[泣不成声],0.75
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,墨铭,广东,支不支持录像功能？如果支持录像功能的话，那这个眼镜用处太大了。,0.13
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,喜欢清菜,广东,我心中的AI眼镜、小爱同学，左眼帮我调230，右眼帮我调350，散光50，谢谢[抱拳][抱拳][抱拳][抱拳],0.26
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,蔓醒力,广西,几多钱,0.28
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,一颗毛球球,四川,我想说小米眼镜，度数左眼调200度，右眼250度，散光微调左上右下[他急了][耶][耶][耶],0.0
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,o0youyou0o,江西,第一视角有什么用？[舔屏],0.77
【首发】小米AI眼镜！可以变色的Vlog神器？ #小米AI眼镜 #小米YU7 #雷军 #小米,一只猫不孤单,辽宁,[看]小米非常擅长把之前的技术从新包装一下 让这技术显得非常高大上  这电致变色眼镜好几年前就有了,0.92
